Facility,Date,Hour,Scheduled Departures,Scheduled Arrivals,Departures For Metric Computation,Arrivals For Metric Computation,% On-Time Gate Departures,% On-Time Airport Departures,% On-Time Gate Arrivals,Average Gate Departure Delay,Average Taxi Out Time,Average Taxi Out Delay,Average Airport Departure Delay,Average Airborne Delay,Average Taxi In Delay,Average Block Delay,Average Gate Arrival Delay
EWR,2019-07-30 00:00:00,6.0,45.0,10.0,45.0,17.0,84.44,75.56,70.59,9.84,20.49,7.72,14.84,10.71,3.91,10.76,25.06
EWR,2019-07-30 00:00:00,7.0,37.0,37.0,42.0,37.0,88.1,78.57,91.89,4.9,20.12,7.53,9.29,2.49,3.47,3.08,23.14
EWR,2019-07-30 00:00:00,8.0,46.0,31.0,54.0,32.0,90.74,55.56,84.38,5.93,29.52,16.99,19.54,1.63,3.74,1.09,13.91
EWR,2019-07-30 00:00:00,9.0,29.0,31.0,33.0,33.0,81.82,9.09,87.88,12.12,41.0,27.97,36.3,3.27,4.2,2.27,4.24
EWR,2019-07-30 00:00:00,10.0,38.0,26.0,40.0,28.0,87.5,30.0,92.86,8.33,32.3,19.73,24.75,3.07,3.21,2.25,2.68
EWR,2019-07-30 00:00:00,11.0,34.0,30.0,34.0,32.0,79.41,73.53,78.13,13.06,20.35,7.86,18.06,3.31,3.75,3.13,17.69
EWR,2019-07-30 00:00:00,12.0,23.0,29.0,24.0,32.0,75.0,66.67,84.38,13.29,17.5,5.18,16.88,1.66,2.8,0.09,12.59
EWR,2019-07-30 00:00:00,13.0,22.0,39.0,24.0,41.0,79.17,75.0,73.17,27.96,23.79,10.95,36.54,3.0,3.54,5.39,24.0
EWR,2019-07-30 00:00:00,14.0,37.0,46.0,37.0,45.0,54.05,29.73,53.33,39.05,33.19,20.55,57.68,1.56,8.03,8.44,32.58
EWR,2019-07-30 00:00:00,15.0,43.0,35.0,40.0,36.0,5.0,5.0,38.89,140.1,60.78,48.03,187.75,4.86,16.09,14.33,82.83
EWR,2019-07-30 00:00:00,16.0,33.0,44.0,30.0,40.0,16.67,3.33,32.5,133.07,66.6,53.67,186.53,5.9,15.09,20.3,88.08
EWR,2019-07-30 00:00:00,17.0,41.0,33.0,34.0,33.0,29.41,0.0,21.21,102.97,52.35,39.49,142.03,3.06,26.0,27.33,127.67
EWR,2019-07-30 00:00:00,18.0,43.0,29.0,37.0,27.0,21.62,2.7,18.52,113.24,38.81,26.05,139.14,4.74,16.18,12.63,102.85
EWR,2019-07-30 00:00:00,19.0,40.0,43.0,35.0,41.0,8.57,2.86,14.63,119.8,34.43,21.67,141.43,5.61,22.42,27.29,108.83
EWR,2019-07-30 00:00:00,20.0,35.0,41.0,27.0,29.0,7.41,7.41,6.9,139.3,30.67,18.14,157.44,6.34,17.28,19.0,124.28
EWR,2019-07-30 00:00:00,21.0,41.0,27.0,35.0,21.0,25.71,8.57,14.29,80.66,29.63,17.18,97.31,3.76,8.14,13.0,80.57
EWR,2019-07-30 00:00:00,22.0,9.0,24.0,16.0,23.0,31.25,6.25,8.7,56.13,28.31,15.73,70.88,2.65,6.99,6.17,132.43
EWR,2019-07-30 00:00:00,23.0,7.0,24.0,7.0,27.0,57.14,42.86,18.52,19.43,25.71,12.89,26.71,2.33,5.99,6.63,71.96
EWR,2019-07-31 00:00:00,0.0,1.0,11.0,2.0,16.0,0.0,0.0,56.25,22.5,16.5,3.9,26.0,2.13,4.86,4.38,36.75
EWR,2019-07-31 00:00:00,1.0,1.0,6.0,2.0,7.0,100.0,100.0,71.43,0.0,14.5,1.9,0.0,2.57,4.39,4.71,14.0
EWR,2019-07-31 00:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
EWR,2019-07-31 00:00:00,3.0,0.0,0.0,7.0,1.0,71.43,71.43,100.0,11.86,14.57,2.23,13.86,0.0,0.0,0.0,0.0
EWR,2019-07-31 00:00:00,4.0,0.0,1.0,7.0,6.0,85.71,85.71,100.0,5.86,13.57,1.23,6.86,2.67,1.78,4.67,0.0
EWR,2019-07-31 00:00:00,5.0,9.0,17.0,9.0,22.0,77.78,77.78,54.55,8.0,23.44,10.13,14.89,14.91,2.05,9.27,37.91
EWR,2019-07-31 00:00:00,6.0,45.0,10.0,45.0,15.0,93.33,48.89,53.33,5.58,27.53,14.77,18.09,0.87,3.89,0.27,43.27
EWR,2019-07-31 00:00:00,7.0,37.0,37.0,41.0,39.0,75.61,70.73,71.79,12.49,23.54,10.94,20.93,2.28,4.83,3.74,27.97
EWR,2019-07-31 00:00:00,8.0,46.0,31.0,56.0,30.0,80.36,44.64,83.33,15.43,32.61,20.1,33.0,2.37,4.19,1.63,8.03
EWR,2019-07-31 00:00:00,9.0,30.0,30.0,32.0,31.0,84.38,18.75,77.42,7.63,35.97,22.93,27.75,2.77,4.01,2.68,10.58
EWR,2019-07-31 00:00:00,10.0,39.0,27.0,44.0,26.0,75.0,34.09,84.62,12.55,31.39,18.84,28.39,2.5,8.51,4.54,14.08
EWR,2019-07-31 00:00:00,11.0,34.0,30.0,32.0,30.0,87.5,62.5,80.0,5.22,24.88,12.36,14.56,1.9,3.88,2.03,18.07
EWR,2019-07-31 00:00:00,12.0,22.0,29.0,20.0,31.0,75.0,65.0,77.42,52.4,29.25,16.9,67.9,1.65,3.69,1.58,14.1
EWR,2019-07-31 00:00:00,13.0,22.0,42.0,26.0,42.0,76.92,69.23,61.9,42.65,24.5,11.87,53.62,7.33,8.45,12.6,41.62
EWR,2019-07-31 00:00:00,14.0,37.0,45.0,28.0,39.0,46.43,21.43,35.9,100.68,60.93,48.23,147.32,12.72,22.99,31.95,92.85
EWR,2019-07-31 00:00:00,15.0,43.0,36.0,25.0,30.0,8.0,0.0,20.0,182.32,62.24,49.5,231.44,68.9,37.4,95.23,165.93
EWR,2019-07-31 00:00:00,16.0,34.0,44.0,17.0,28.0,5.88,0.0,7.14,224.41,43.06,29.94,253.76,56.96,17.53,74.43,238.57
EWR,2019-07-31 00:00:00,17.0,41.0,33.0,27.0,24.0,0.0,0.0,0.0,171.85,42.11,29.16,200.93,9.75,14.97,25.71,273.63
EWR,2019-07-31 00:00:00,18.0,43.0,29.0,27.0,26.0,14.81,3.7,3.85,129.26,44.63,31.94,161.07,6.27,23.18,26.62,148.73
EWR,2019-07-31 00:00:00,19.0,40.0,42.0,21.0,30.0,14.29,0.0,0.0,141.43,31.33,18.69,159.86,4.7,18.11,15.7,153.97
EWR,2019-07-31 00:00:00,20.0,35.0,40.0,18.0,19.0,11.11,5.56,15.79,120.17,21.89,9.71,129.28,4.84,12.71,13.63,109.26
EWR,2019-07-31 00:00:00,21.0,41.0,28.0,17.0,21.0,0.0,0.0,19.05,131.41,21.47,9.11,140.53,3.24,9.18,2.95,181.76
EWR,2019-07-31 00:00:00,22.0,8.0,23.0,12.0,13.0,25.0,25.0,23.08,95.25,19.67,7.47,102.5,6.15,5.97,10.54,127.0
EWR,2019-07-31 00:00:00,23.0,7.0,24.0,10.0,24.0,30.0,30.0,12.5,46.4,15.5,3.22,49.2,7.71,3.21,6.63,78.04
EWR,2019-08-01 00:00:00,0.0,1.0,11.0,5.0,15.0,60.0,60.0,60.0,14.4,20.6,8.08,21.8,1.93,2.81,2.47,36.8
EWR,2019-08-01 00:00:00,1.0,2.0,6.0,4.0,8.0,50.0,50.0,50.0,21.25,16.5,4.3,24.75,4.75,1.61,5.25,29.13
EWR,2019-08-01 00:00:00,2.0,0.0,0.0,1.0,3.0,100.0,100.0,66.67,0.0,10.0,0.0,0.0,0.0,4.57,10.67,34.33
EWR,2019-08-01 00:00:00,3.0,0.0,0.0,8.0,2.0,75.0,75.0,100.0,9.63,13.75,2.28,11.75,0.0,3.6,0.0,6.0
EWR,2019-08-01 00:00:00,4.0,0.0,1.0,6.0,4.0,83.33,66.67,100.0,6.0,15.5,4.03,9.0,1.75,0.43,2.0,1.25
EWR,2019-08-01 00:00:00,5.0,9.0,17.0,8.0,22.0,87.5,87.5,63.64,15.5,20.38,7.3,20.63,8.05,3.38,4.5,48.18
EWR,2019-08-01 00:00:00,6.0,44.0,10.0,42.0,13.0,78.57,73.81,46.15,16.79,19.88,7.32,22.71,1.62,3.58,0.15,29.85
EWR,2019-08-01 00:00:00,7.0,37.0,37.0,38.0,32.0,92.11,73.68,78.13,4.97,22.63,10.14,12.84,3.09,4.69,2.53,44.63
EWR,2019-08-01 00:00:00,8.0,47.0,32.0,50.0,28.0,70.0,38.0,78.57,26.88,29.96,17.41,42.24,4.14,3.12,4.18,15.39
EWR,2019-08-01 00:00:00,9.0,30.0,31.0,32.0,28.0,68.75,21.88,82.14,18.06,31.88,18.83,34.66,1.32,5.54,2.18,7.36
EWR,2019-08-01 00:00:00,10.0,38.0,27.0,39.0,25.0,64.1,48.72,84.0,19.64,23.13,10.59,28.38,1.84,2.79,2.44,15.68
EWR,2019-08-01 00:00:00,11.0,36.0,30.0,36.0,31.0,69.44,61.11,64.52,18.31,19.25,7.08,23.72,2.48,3.46,2.16,36.77
EWR,2019-08-01 00:00:00,12.0,23.0,30.0,25.0,32.0,64.0,56.0,78.13,25.72,21.84,9.42,33.76,0.88,3.58,1.75,17.16
EWR,2019-08-01 00:00:00,13.0,21.0,41.0,22.0,39.0,50.0,50.0,58.97,47.77,27.05,14.41,61.73,2.0,3.85,1.38,40.31
EWR,2019-08-01 00:00:00,14.0,37.0,46.0,43.0,41.0,58.14,32.56,70.73,34.65,44.42,31.73,65.21,2.24,3.42,2.54,23.54
EWR,2019-08-01 00:00:00,15.0,43.0,36.0,48.0,35.0,56.25,12.5,60.0,33.35,53.96,41.24,72.75,3.31,13.9,10.34,21.51
EWR,2019-08-01 00:00:00,16.0,34.0,44.0,34.0,46.0,47.06,0.0,45.65,37.97,60.56,47.75,84.47,4.41,14.39,10.54,37.72
EWR,2019-08-01 00:00:00,17.0,41.0,33.0,40.0,35.0,40.0,0.0,42.86,46.55,58.28,45.44,91.4,4.57,12.87,9.46,38.03
EWR,2019-08-01 00:00:00,18.0,43.0,29.0,42.0,29.0,38.1,0.0,41.38,51.95,43.26,30.58,82.1,2.24,9.22,4.93,55.66
EWR,2019-08-01 00:00:00,19.0,40.0,43.0,37.0,45.0,16.22,8.11,37.78,73.08,29.81,17.09,89.73,1.71,10.24,6.07,48.6
EWR,2019-08-01 00:00:00,20.0,36.0,41.0,35.0,35.0,34.29,14.29,17.14,53.94,27.17,14.63,68.09,2.34,9.41,6.86,53.37
EWR,2019-08-01 00:00:00,21.0,42.0,28.0,41.0,27.0,31.71,17.07,40.74,50.37,29.9,17.43,67.39,2.63,7.43,4.7,56.85
EWR,2019-08-01 00:00:00,22.0,9.0,25.0,19.0,24.0,42.11,21.05,16.67,25.32,25.58,13.02,38.11,3.58,6.35,4.88,79.13
EWR,2019-08-01 00:00:00,23.0,9.0,23.0,9.0,27.0,88.89,66.67,62.96,6.44,22.78,10.0,14.44,2.52,4.26,1.78,25.67
EWR,2019-08-02 00:00:00,0.0,1.0,11.0,2.0,17.0,100.0,100.0,64.71,0.0,20.0,7.4,6.5,3.18,1.31,1.76,18.94
EWR,2019-08-02 00:00:00,1.0,1.0,6.0,2.0,7.0,100.0,100.0,57.14,0.0,19.0,6.4,4.0,1.14,1.59,0.29,27.14
EWR,2019-08-02 00:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,5.5
EWR,2019-08-02 00:00:00,3.0,0.0,0.0,8.0,1.0,75.0,75.0,100.0,11.38,12.0,0.4,10.88,0.0,0.0,0.0,0.0
EWR,2019-08-02 00:00:00,4.0,0.0,2.0,6.0,6.0,100.0,100.0,83.33,0.0,12.5,1.13,0.67,1.83,2.03,4.33,6.83
EWR,2019-08-02 00:00:00,5.0,9.0,17.0,10.0,22.0,90.0,90.0,68.18,7.0,20.2,6.96,11.9,8.86,1.34,2.59,18.64
EWR,2019-08-02 00:00:00,6.0,44.0,9.0,43.0,15.0,95.35,76.74,73.33,3.3,22.86,10.17,11.19,0.6,5.07,1.07,16.33
EWR,2019-08-02 00:00:00,7.0,37.0,37.0,39.0,35.0,89.74,66.67,71.43,5.82,22.9,10.3,14.08,2.57,4.93,5.74,38.89
EWR,2019-08-02 00:00:00,8.0,47.0,32.0,50.0,33.0,80.0,38.0,87.88,16.54,31.6,19.1,32.78,2.88,3.89,1.76,7.12
EWR,2019-08-02 00:00:00,9.0,30.0,31.0,32.0,33.0,78.13,21.88,84.85,13.91,37.13,24.1,34.19,2.21,4.15,2.67,6.42
EWR,2019-08-02 00:00:00,10.0,38.0,26.0,41.0,28.0,78.05,51.22,78.57,10.61,26.51,13.96,21.73,1.36,3.07,4.79,26.14
EWR,2019-08-02 00:00:00,11.0,36.0,30.0,36.0,31.0,72.22,61.11,64.52,18.69,22.08,9.69,26.5,2.74,2.55,3.45,21.1
EWR,2019-08-02 00:00:00,12.0,21.0,29.0,24.0,34.0,79.17,62.5,76.47,17.38,21.04,8.64,24.5,3.62,1.89,5.12,22.91
EWR,2019-08-02 00:00:00,13.0,20.0,40.0,21.0,40.0,85.71,76.19,75.0,11.95,19.24,6.49,16.76,3.7,3.49,2.38,29.27
EWR,2019-08-02 00:00:00,14.0,37.0,46.0,36.0,46.0,69.44,52.78,71.74,18.25,23.75,11.08,27.36,4.13,4.97,3.85,15.87
EWR,2019-08-02 00:00:00,15.0,43.0,36.0,44.0,35.0,61.36,22.73,68.57,21.32,31.32,18.57,37.98,5.91,5.57,8.46,16.8
EWR,2019-08-02 00:00:00,16.0,34.0,44.0,35.0,48.0,54.29,31.43,50.0,59.8,30.29,17.46,75.86,8.73,5.78,12.83,43.71
EWR,2019-08-02 00:00:00,17.0,41.0,34.0,40.0,37.0,57.5,25.0,45.95,34.38,33.78,20.95,53.85,3.68,5.66,7.84,52.84
EWR,2019-08-02 00:00:00,18.0,43.0,29.0,45.0,32.0,48.89,13.33,31.25,43.82,34.89,22.22,65.11,6.28,5.92,7.13,55.25
EWR,2019-08-02 00:00:00,19.0,41.0,43.0,41.0,45.0,31.71,4.88,26.67,57.56,32.78,20.09,77.32,2.51,7.29,6.16,64.36
EWR,2019-08-02 00:00:00,20.0,36.0,40.0,33.0,38.0,27.27,6.06,23.68,67.21,26.97,14.45,81.21,5.08,5.69,5.24,79.84
EWR,2019-08-02 00:00:00,21.0,41.0,28.0,43.0,26.0,30.23,13.95,23.08,97.95,23.84,11.32,108.23,4.0,5.66,7.04,51.15
EWR,2019-08-02 00:00:00,22.0,8.0,26.0,10.0,24.0,30.0,30.0,12.5,29.4,19.8,7.28,36.7,5.42,7.23,8.71,83.46
EWR,2019-08-02 00:00:00,23.0,11.0,24.0,10.0,25.0,50.0,50.0,48.0,21.1,17.2,4.54,25.3,4.0,4.54,3.68,26.56
EWR,2019-08-03 00:00:00,0.0,1.0,8.0,1.0,11.0,0.0,0.0,45.45,55.0,10.0,0.0,52.0,1.36,5.57,2.91,29.55
EWR,2019-08-03 00:00:00,1.0,1.0,3.0,1.0,6.0,100.0,100.0,50.0,0.0,34.0,21.4,13.0,1.5,2.23,1.83,19.17
EWR,2019-08-03 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-08-03 00:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-08-03 00:00:00,4.0,0.0,2.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.97,2.33,0.0
EWR,2019-08-03 00:00:00,5.0,9.0,15.0,9.0,16.0,100.0,100.0,56.25,0.44,14.67,1.6,1.22,12.81,3.08,6.31,62.0
EWR,2019-08-03 00:00:00,6.0,33.0,10.0,33.0,11.0,93.94,87.88,90.91,3.55,17.91,5.1,6.82,1.91,5.4,1.64,3.91
EWR,2019-08-03 00:00:00,7.0,34.0,26.0,37.0,28.0,81.08,81.08,85.71,6.08,18.41,5.74,9.81,2.5,3.45,6.18,8.21
EWR,2019-08-03 00:00:00,8.0,44.0,27.0,47.0,28.0,91.49,72.34,82.14,3.36,25.11,12.63,13.15,1.29,4.49,1.39,6.36
EWR,2019-08-03 00:00:00,9.0,25.0,28.0,27.0,29.0,77.78,59.26,75.86,15.41,27.07,14.08,25.81,2.66,4.27,2.62,62.97
EWR,2019-08-03 00:00:00,10.0,38.0,25.0,39.0,24.0,84.62,71.79,79.17,6.33,19.92,7.51,11.41,1.04,3.77,1.92,21.67
EWR,2019-08-03 00:00:00,11.0,34.0,26.0,34.0,24.0,64.71,64.71,83.33,33.18,19.09,6.6,37.85,1.17,2.13,0.75,9.58
EWR,2019-08-03 00:00:00,12.0,20.0,27.0,21.0,28.0,85.71,85.71,82.14,18.05,15.81,3.57,20.0,3.11,2.71,2.25,14.93
EWR,2019-08-03 00:00:00,13.0,21.0,37.0,21.0,37.0,66.67,61.9,54.05,34.57,19.38,6.55,40.1,4.54,3.33,6.59,33.41
EWR,2019-08-03 00:00:00,14.0,30.0,42.0,31.0,39.0,67.74,54.84,79.49,27.52,24.55,11.92,38.19,2.44,5.03,5.28,11.31
EWR,2019-08-03 00:00:00,15.0,38.0,30.0,37.0,30.0,72.97,43.24,76.67,18.78,32.62,19.81,36.43,4.23,5.58,6.1,30.13
EWR,2019-08-03 00:00:00,16.0,28.0,41.0,28.0,41.0,53.57,25.0,78.05,59.75,36.71,23.8,46.54,4.76,5.76,2.88,18.07
EWR,2019-08-03 00:00:00,17.0,34.0,31.0,33.0,31.0,69.7,15.15,48.39,23.24,33.82,21.04,42.7,8.77,8.36,12.68,38.29
EWR,2019-08-03 00:00:00,18.0,38.0,25.0,38.0,26.0,39.47,10.53,73.08,45.03,30.18,17.68,61.76,7.81,9.7,10.73,14.62
EWR,2019-08-03 00:00:00,19.0,35.0,40.0,33.0,43.0,54.55,15.15,55.81,50.67,32.48,19.79,70.03,6.28,9.33,5.98,43.79
EWR,2019-08-03 00:00:00,20.0,27.0,27.0,28.0,27.0,53.57,17.86,66.67,54.96,33.54,21.05,74.96,6.52,7.46,5.89,28.3
EWR,2019-08-03 00:00:00,21.0,22.0,23.0,22.0,20.0,54.55,31.82,60.0,27.36,31.41,18.95,44.77,8.2,7.85,8.35,20.65
EWR,2019-08-03 00:00:00,22.0,6.0,23.0,6.0,22.0,50.0,16.67,72.73,48.5,30.67,18.4,65.67,13.68,2.84,10.95,65.36
EWR,2019-08-03 00:00:00,23.0,11.0,14.0,9.0,14.0,66.67,44.44,71.43,26.44,22.56,9.93,35.78,13.14,4.52,14.5,18.21
EWR,2019-08-04 00:00:00,0.0,1.0,11.0,2.0,8.0,100.0,100.0,87.5,0.0,15.0,3.7,0.0,6.13,3.95,1.63,10.75
EWR,2019-08-04 00:00:00,1.0,1.0,6.0,1.0,5.0,100.0,100.0,20.0,0.0,26.0,13.4,1.0,0.6,4.46,1.8,54.2
EWR,2019-08-04 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-08-04 00:00:00,3.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
EWR,2019-08-04 00:00:00,4.0,0.0,2.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
EWR,2019-08-04 00:00:00,5.0,7.0,16.0,8.0,18.0,87.5,87.5,72.22,2.63,17.13,4.78,6.63,10.28,1.49,1.22,27.22
EWR,2019-08-04 00:00:00,6.0,26.0,9.0,26.0,10.0,92.31,88.46,60.0,6.77,15.38,3.13,8.0,0.3,2.94,0.0,28.6
EWR,2019-08-04 00:00:00,7.0,32.0,21.0,33.0,21.0,81.82,72.73,80.95,9.27,17.21,5.08,12.61,2.81,2.79,3.57,8.67
EWR,2019-08-04 00:00:00,8.0,40.0,25.0,42.0,24.0,73.81,61.9,83.33,10.24,21.48,9.23,17.48,0.71,2.68,0.33,16.63
EWR,2019-08-04 00:00:00,9.0,25.0,22.0,27.0,23.0,77.78,70.37,91.3,14.81,19.81,6.87,19.22,1.17,1.93,0.78,4.35
EWR,2019-08-04 00:00:00,10.0,38.0,23.0,38.0,23.0,86.84,73.68,91.3,6.95,23.55,11.04,14.68,2.48,2.7,1.09,2.74
EWR,2019-08-04 00:00:00,11.0,38.0,29.0,40.0,29.0,87.5,75.0,96.55,11.48,21.02,8.58,17.08,1.17,3.66,0.83,10.38
EWR,2019-08-04 00:00:00,12.0,21.0,27.0,21.0,28.0,90.48,80.95,85.71,8.14,20.1,7.8,14.0,1.86,3.32,2.46,7.07
EWR,2019-08-04 00:00:00,13.0,16.0,38.0,16.0,35.0,68.75,62.5,85.71,23.0,21.19,8.4,30.44,3.46,2.51,2.91,7.74
EWR,2019-08-04 00:00:00,14.0,36.0,48.0,36.0,49.0,66.67,44.44,73.47,21.92,27.83,15.2,34.69,4.55,5.29,2.57,29.22
EWR,2019-08-04 00:00:00,15.0,45.0,35.0,44.0,38.0,72.73,38.64,73.68,15.93,29.07,16.39,29.84,4.45,4.47,3.79,18.82
EWR,2019-08-04 00:00:00,16.0,33.0,43.0,34.0,43.0,85.29,55.88,81.4,18.68,28.29,15.48,31.94,5.12,6.25,8.42,9.77
EWR,2019-08-04 00:00:00,17.0,41.0,34.0,41.0,37.0,63.41,31.71,72.97,21.39,36.49,23.66,43.0,2.68,6.54,6.59,24.27
EWR,2019-08-04 00:00:00,18.0,43.0,28.0,45.0,30.0,51.11,4.44,43.33,30.89,49.69,37.05,67.0,4.53,14.74,8.0,65.43
EWR,2019-08-04 00:00:00,19.0,40.0,44.0,41.0,42.0,51.22,4.88,57.14,51.93,50.51,37.78,88.27,9.0,12.14,12.76,21.71
EWR,2019-08-04 00:00:00,20.0,37.0,39.0,37.0,38.0,43.24,0.0,57.89,33.86,56.7,44.15,77.57,8.76,10.87,11.89,25.76
EWR,2019-08-04 00:00:00,21.0,42.0,28.0,41.0,27.0,58.54,0.0,37.04,31.37,43.98,31.45,61.1,13.74,7.23,13.78,46.41
EWR,2019-08-04 00:00:00,22.0,6.0,26.0,6.0,29.0,16.67,0.0,48.28,48.0,29.17,16.9,65.0,15.38,6.02,16.97,44.48
EWR,2019-08-04 00:00:00,23.0,10.0,21.0,11.0,22.0,54.55,45.45,86.36,32.27,17.27,4.33,36.45,3.36,3.63,2.45,4.77
EWR,2019-08-05 00:00:00,0.0,1.0,11.0,1.0,12.0,0.0,0.0,83.33,46.0,20.0,7.4,53.0,2.08,2.37,0.92,9.0
EWR,2019-08-05 00:00:00,1.0,1.0,6.0,1.0,6.0,100.0,100.0,83.33,0.0,18.0,5.4,2.0,0.0,3.65,0.83,23.67
EWR,2019-08-05 00:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,7.6,11.5,62.0
EWR,2019-08-05 00:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-08-05 00:00:00,4.0,0.0,1.0,0.0,3.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33
EWR,2019-08-05 00:00:00,5.0,9.0,17.0,9.0,18.0,88.89,77.78,83.33,10.67,18.0,5.2,13.44,9.56,0.91,0.83,26.94
EWR,2019-08-05 00:00:00,6.0,43.0,10.0,43.0,9.0,95.35,79.07,100.0,14.56,24.05,11.43,22.6,4.44,5.47,2.78,2.0
EWR,2019-08-05 00:00:00,7.0,37.0,37.0,38.0,36.0,89.47,86.84,77.78,8.87,18.24,5.92,11.89,1.81,3.68,2.97,14.06
EWR,2019-08-05 00:00:00,8.0,47.0,31.0,46.0,31.0,86.96,56.52,87.1,9.07,27.78,15.32,21.76,2.03,5.33,2.58,7.71
EWR,2019-08-05 00:00:00,9.0,30.0,31.0,30.0,32.0,76.67,36.67,84.38,23.03,31.83,18.78,37.7,1.97,4.85,2.69,7.53
EWR,2019-08-05 00:00:00,10.0,38.0,25.0,39.0,25.0,76.92,71.79,96.0,7.21,19.0,6.43,11.26,1.96,4.92,1.44,1.52
EWR,2019-08-05 00:00:00,11.0,35.0,29.0,36.0,30.0,88.89,86.11,73.33,6.69,18.39,6.2,10.17,1.63,2.91,2.73,21.53
EWR,2019-08-05 00:00:00,12.0,20.0,28.0,20.0,28.0,65.0,55.0,82.14,17.55,22.7,10.14,26.15,2.29,2.8,4.68,15.29
EWR,2019-08-05 00:00:00,13.0,21.0,41.0,21.0,41.0,71.43,71.43,92.68,20.1,17.38,4.99,23.9,3.61,2.83,3.88,7.93
EWR,2019-08-05 00:00:00,14.0,36.0,46.0,38.0,46.0,65.79,50.0,73.91,18.84,27.89,15.25,32.29,6.57,3.78,5.65,23.87
EWR,2019-08-05 00:00:00,15.0,44.0,36.0,45.0,35.0,68.89,22.22,91.43,22.2,33.69,20.95,41.38,3.46,7.58,5.09,4.89
EWR,2019-08-05 00:00:00,16.0,34.0,44.0,33.0,45.0,75.76,45.45,77.78,19.45,30.85,18.01,34.79,2.96,4.84,1.24,25.49
EWR,2019-08-05 00:00:00,17.0,41.0,34.0,41.0,37.0,80.49,53.66,72.97,16.78,25.51,12.68,26.59,2.08,8.74,3.86,16.54
EWR,2019-08-05 00:00:00,18.0,43.0,29.0,43.0,30.0,72.09,44.19,66.67,19.67,27.3,14.63,32.47,3.57,7.74,4.17,15.87
EWR,2019-08-05 00:00:00,19.0,41.0,41.0,42.0,41.0,64.29,38.1,75.61,22.74,25.79,13.21,34.83,3.71,7.81,4.85,13.59
EWR,2019-08-05 00:00:00,20.0,35.0,40.0,36.0,39.0,58.33,30.56,64.1,21.47,26.58,14.04,34.22,4.03,10.47,4.82,24.26
EWR,2019-08-05 00:00:00,21.0,41.0,29.0,43.0,27.0,76.74,48.84,70.37,26.51,27.14,14.63,38.65,2.85,4.88,0.7,41.07
EWR,2019-08-05 00:00:00,22.0,8.0,26.0,14.0,25.0,57.14,42.86,76.0,30.64,18.21,5.63,34.57,2.96,4.92,3.2,8.92
EWR,2019-08-05 00:00:00,23.0,8.0,24.0,9.0,28.0,100.0,100.0,82.14,0.56,15.89,3.18,1.89,2.57,2.28,2.43,8.11
EWR,2019-08-06 00:00:00,0.0,1.0,12.0,1.0,17.0,100.0,100.0,76.47,0.0,14.0,1.4,0.0,1.53,1.78,0.82,19.47
EWR,2019-08-06 00:00:00,1.0,2.0,6.0,3.0,7.0,100.0,100.0,85.71,0.0,21.0,8.4,4.33,0.0,3.46,0.43,4.43
EWR,2019-08-06 00:00:00,2.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0
EWR,2019-08-06 00:00:00,3.0,0.0,0.0,8.0,0.0,62.5,62.5,0.0,16.25,12.0,1.48,16.5,0.0,0.0,0.0,0.0
EWR,2019-08-06 00:00:00,4.0,0.0,1.0,6.0,3.0,83.33,83.33,100.0,4.0,13.67,3.2,5.67,0.0,1.73,0.33,0.0
EWR,2019-08-06 00:00:00,5.0,9.0,16.0,9.0,22.0,100.0,100.0,81.82,0.89,14.33,1.53,1.44,8.36,1.75,3.91,8.55
EWR,2019-08-06 00:00:00,6.0,45.0,9.0,46.0,17.0,93.48,78.26,82.35,2.17,21.46,8.92,7.74,1.18,5.14,5.29,13.35
EWR,2019-08-06 00:00:00,7.0,37.0,36.0,41.0,38.0,85.37,73.17,76.32,5.61,21.2,8.83,12.66,5.34,2.57,7.76,14.13
