Facility,Date,Hour,Scheduled Departures,Scheduled Arrivals,Departures For Metric Computation,Arrivals For Metric Computation,% On-Time Gate Departures,% On-Time Airport Departures,% On-Time Gate Arrivals,Average Gate Departure Delay,Average Taxi Out Time,Average Taxi Out Delay,Average Airport Departure Delay,Average Airborne Delay,Average Taxi In Delay,Average Block Delay,Average Gate Arrival Delay
EWR,2019-06-08 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-06-08 00:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-06-08 00:00:00,4.0,0.0,2.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.67,8.63,1.0,4.0
EWR,2019-06-08 00:00:00,5.0,6.0,18.0,6.0,23.0,83.33,83.33,69.57,14.0,13.83,1.23,14.67,12.87,1.23,9.91,13.83
EWR,2019-06-08 00:00:00,6.0,31.0,7.0,33.0,12.0,93.94,84.85,75.0,3.91,17.27,4.58,6.48,3.17,2.54,8.67,13.75
EWR,2019-06-08 00:00:00,7.0,32.0,26.0,36.0,27.0,83.33,72.22,88.89,4.97,23.0,10.01,12.22,2.11,2.49,3.26,3.37
EWR,2019-06-08 00:00:00,8.0,44.0,26.0,46.0,27.0,86.96,73.91,92.59,15.87,24.2,11.61,23.78,1.74,4.89,1.63,17.41
EWR,2019-06-08 00:00:00,9.0,26.0,25.0,27.0,25.0,81.48,74.07,96.0,9.96,25.93,12.94,19.0,1.72,3.94,1.16,2.08
EWR,2019-06-08 00:00:00,10.0,37.0,27.0,41.0,27.0,85.37,56.1,77.78,5.56,29.41,17.01,18.24,2.44,3.39,2.74,11.7
EWR,2019-06-08 00:00:00,11.0,32.0,24.0,33.0,25.0,81.82,63.64,96.0,12.15,22.7,10.33,19.94,3.32,3.79,2.96,1.96
EWR,2019-06-08 00:00:00,12.0,19.0,23.0,20.0,24.0,85.0,85.0,87.5,18.15,17.7,5.24,20.8,1.92,3.51,2.75,10.33
EWR,2019-06-08 00:00:00,13.0,19.0,34.0,19.0,34.0,68.42,68.42,76.47,15.68,17.74,5.11,19.47,2.76,2.8,1.94,16.32
EWR,2019-06-08 00:00:00,14.0,28.0,42.0,30.0,40.0,76.67,76.67,85.0,21.6,19.0,6.5,25.53,2.42,5.0,3.8,9.45
EWR,2019-06-08 00:00:00,15.0,32.0,31.0,32.0,32.0,75.0,71.88,90.63,10.78,19.75,7.23,16.06,2.88,5.67,2.69,5.25
EWR,2019-06-08 00:00:00,16.0,30.0,39.0,29.0,39.0,82.76,75.86,84.62,14.1,20.28,7.42,19.31,2.49,5.48,1.87,12.23
EWR,2019-06-08 00:00:00,17.0,37.0,33.0,38.0,34.0,71.05,60.53,82.35,25.0,20.0,7.43,30.08,1.88,5.42,1.24,10.85
EWR,2019-06-08 00:00:00,18.0,34.0,22.0,35.0,22.0,62.86,45.71,59.09,20.94,24.89,12.47,31.74,3.0,9.17,3.68,15.23
EWR,2019-06-08 00:00:00,19.0,34.0,39.0,34.0,41.0,55.88,47.06,65.85,26.15,20.41,7.84,32.71,3.49,11.47,7.63,22.24
EWR,2019-06-08 00:00:00,20.0,27.0,31.0,28.0,30.0,50.0,39.29,83.33,23.75,20.36,7.9,30.93,3.2,5.93,2.7,15.13
EWR,2019-06-08 00:00:00,21.0,26.0,23.0,27.0,20.0,62.96,59.26,90.0,15.3,18.19,5.58,19.52,3.45,4.15,0.85,12.85
EWR,2019-06-08 00:00:00,22.0,7.0,18.0,7.0,16.0,85.71,85.71,56.25,21.43,17.57,5.03,24.29,2.94,0.75,0.75,35.13
EWR,2019-06-08 00:00:00,23.0,10.0,14.0,8.0,14.0,87.5,87.5,64.29,5.63,13.38,1.28,6.63,1.43,1.31,7.14,20.57
EWR,2019-06-09 00:00:00,0.0,1.0,11.0,2.0,10.0,100.0,100.0,70.0,4.0,12.0,0.2,3.0,1.5,1.68,1.0,62.7
EWR,2019-06-09 00:00:00,1.0,1.0,5.0,1.0,2.0,100.0,100.0,0.0,0.0,17.0,4.4,0.0,0.0,4.25,10.5,67.5
EWR,2019-06-09 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-06-09 00:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-06-09 00:00:00,4.0,0.0,2.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0
EWR,2019-06-09 00:00:00,5.0,5.0,16.0,5.0,19.0,100.0,80.0,84.21,0.0,32.4,20.2,19.4,9.42,1.64,2.42,6.32
EWR,2019-06-09 00:00:00,6.0,28.0,10.0,28.0,8.0,92.86,92.86,50.0,3.89,16.14,3.91,5.79,0.13,5.57,4.38,40.63
EWR,2019-06-09 00:00:00,7.0,31.0,21.0,31.0,20.0,87.1,90.32,90.0,5.52,15.58,3.41,7.35,3.35,1.69,1.25,6.05
EWR,2019-06-09 00:00:00,8.0,38.0,23.0,39.0,24.0,89.74,79.49,100.0,7.05,20.38,7.93,11.77,1.25,3.43,0.17,0.88
EWR,2019-06-09 00:00:00,9.0,25.0,19.0,27.0,19.0,96.3,85.19,100.0,2.26,24.0,11.0,8.74,1.32,1.86,0.68,1.32
EWR,2019-06-09 00:00:00,10.0,37.0,26.0,37.0,26.0,91.89,86.49,80.77,4.97,17.92,5.61,7.97,1.46,1.77,0.96,19.85
EWR,2019-06-09 00:00:00,11.0,39.0,28.0,39.0,28.0,76.92,74.36,85.71,14.56,17.95,5.83,17.87,1.18,3.52,2.11,6.21
EWR,2019-06-09 00:00:00,12.0,22.0,27.0,25.0,27.0,68.0,60.0,85.19,17.2,19.52,7.22,23.0,2.11,2.72,1.74,13.78
EWR,2019-06-09 00:00:00,13.0,15.0,37.0,15.0,38.0,80.0,73.33,89.47,10.47,24.07,11.07,18.33,3.5,1.68,1.97,5.42
EWR,2019-06-09 00:00:00,14.0,35.0,47.0,35.0,46.0,82.86,60.0,80.43,9.03,23.49,10.85,17.17,6.96,3.25,4.52,25.17
EWR,2019-06-09 00:00:00,15.0,43.0,35.0,42.0,35.0,71.43,52.38,62.86,18.05,21.83,9.18,24.93,9.66,3.95,8.4,11.6
EWR,2019-06-09 00:00:00,16.0,34.0,46.0,32.0,47.0,59.38,50.0,74.47,16.75,24.47,11.77,27.53,4.79,4.67,3.47,13.94
EWR,2019-06-09 00:00:00,17.0,43.0,33.0,41.0,34.0,70.73,34.15,88.24,19.07,29.29,16.43,33.9,2.76,8.38,4.32,9.47
EWR,2019-06-09 00:00:00,18.0,41.0,28.0,41.0,30.0,63.41,36.59,66.67,21.12,25.32,12.76,32.41,2.33,12.01,5.2,14.07
EWR,2019-06-09 00:00:00,19.0,39.0,43.0,39.0,46.0,71.79,64.1,73.91,13.44,19.87,7.25,18.82,5.72,4.39,4.93,24.28
EWR,2019-06-09 00:00:00,20.0,38.0,41.0,38.0,41.0,57.89,47.37,70.73,29.79,20.84,8.37,36.5,4.63,6.08,1.88,33.83
EWR,2019-06-09 00:00:00,21.0,44.0,28.0,43.0,28.0,83.72,62.79,82.14,6.98,21.0,8.45,13.63,4.82,3.34,1.43,16.0
EWR,2019-06-09 00:00:00,22.0,9.0,24.0,9.0,23.0,44.44,33.33,52.17,29.89,19.33,6.91,36.22,3.26,2.07,0.3,31.87
EWR,2019-06-09 00:00:00,23.0,8.0,24.0,7.0,25.0,85.71,85.71,52.0,10.43,16.57,4.26,14.29,0.64,2.44,3.4,30.16
EWR,2019-06-10 00:00:00,0.0,1.0,14.0,1.0,11.0,100.0,100.0,81.82,12.0,12.0,0.0,11.0,1.55,1.16,0.45,15.18
EWR,2019-06-10 00:00:00,1.0,1.0,4.0,1.0,4.0,100.0,100.0,75.0,0.0,17.0,4.4,0.0,0.0,5.13,0.0,10.25
EWR,2019-06-10 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-06-10 00:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-06-10 00:00:00,4.0,0.0,1.0,1.0,3.0,0.0,0.0,66.67,27.0,19.0,6.4,33.0,0.0,1.9,0.0,5.33
EWR,2019-06-10 00:00:00,5.0,7.0,18.0,6.0,19.0,100.0,83.33,100.0,0.0,18.5,7.28,5.5,8.58,2.17,0.26,0.11
EWR,2019-06-10 00:00:00,6.0,45.0,9.0,45.0,9.0,84.44,75.56,88.89,11.16,19.69,7.08,15.38,0.67,6.13,0.89,4.33
EWR,2019-06-10 00:00:00,7.0,39.0,38.0,40.0,37.0,95.0,92.5,89.19,1.15,20.4,7.73,5.58,3.35,3.4,3.76,5.38
EWR,2019-06-10 00:00:00,8.0,46.0,30.0,45.0,29.0,84.44,71.11,93.1,6.71,23.71,11.24,15.78,2.21,3.6,2.07,3.52
EWR,2019-06-10 00:00:00,9.0,28.0,28.0,28.0,28.0,89.29,64.29,78.57,3.96,28.11,15.14,14.89,2.43,2.44,1.93,9.0
EWR,2019-06-10 00:00:00,10.0,38.0,29.0,38.0,29.0,84.21,81.58,89.66,7.34,18.82,6.57,11.79,2.31,2.24,3.9,4.97
EWR,2019-06-10 00:00:00,11.0,37.0,29.0,36.0,29.0,86.11,63.89,79.31,5.11,23.39,10.81,13.44,2.52,3.81,3.52,16.03
EWR,2019-06-10 00:00:00,12.0,23.0,30.0,24.0,31.0,87.5,83.33,80.65,16.25,20.17,7.54,20.75,2.03,4.83,2.26,20.71
EWR,2019-06-10 00:00:00,13.0,19.0,38.0,19.0,38.0,73.68,63.16,71.05,16.79,21.16,8.78,24.37,3.45,2.87,5.13,14.95
EWR,2019-06-10 00:00:00,14.0,36.0,45.0,37.0,47.0,56.76,43.24,51.06,37.38,30.78,18.18,53.78,6.72,4.88,9.04,42.98
EWR,2019-06-10 00:00:00,15.0,41.0,36.0,39.0,34.0,28.21,2.56,47.06,48.49,52.28,39.53,87.21,6.62,5.71,7.21,43.56
EWR,2019-06-10 00:00:00,16.0,35.0,46.0,28.0,46.0,35.71,0.0,28.26,45.89,55.93,43.1,88.46,7.96,5.87,11.52,95.7
EWR,2019-06-10 00:00:00,17.0,42.0,33.0,37.0,33.0,37.84,5.41,30.3,72.16,46.38,33.39,104.78,8.06,7.21,7.91,99.45
EWR,2019-06-10 00:00:00,18.0,41.0,29.0,37.0,25.0,32.43,0.0,28.0,55.65,47.59,35.04,89.95,5.12,8.0,6.12,128.4
EWR,2019-06-10 00:00:00,19.0,40.0,41.0,36.0,35.0,19.44,2.78,22.86,100.72,35.97,23.34,123.56,6.71,6.34,10.94,108.06
EWR,2019-06-10 00:00:00,20.0,36.0,42.0,30.0,29.0,26.67,0.0,10.34,80.0,34.17,21.61,101.37,8.31,4.41,7.34,108.28
EWR,2019-06-10 00:00:00,21.0,42.0,30.0,31.0,23.0,32.26,25.81,26.09,74.84,26.42,13.82,87.55,12.09,3.0,4.04,84.52
EWR,2019-06-10 00:00:00,22.0,10.0,20.0,17.0,17.0,41.18,23.53,17.65,59.76,26.82,14.24,73.12,5.35,4.39,7.18,115.0
EWR,2019-06-10 00:00:00,23.0,7.0,24.0,7.0,27.0,71.43,14.29,25.93,20.71,25.86,13.37,33.71,3.52,3.8,6.89,64.33
EWR,2019-06-11 00:00:00,0.0,1.0,12.0,1.0,19.0,0.0,0.0,47.37,37.0,9.0,0.0,33.0,2.05,2.97,2.58,41.53
EWR,2019-06-11 00:00:00,1.0,1.0,5.0,2.0,5.0,50.0,50.0,60.0,10.0,15.0,2.7,12.0,3.6,7.44,9.2,17.0
EWR,2019-06-11 00:00:00,2.0,1.0,0.0,1.0,3.0,0.0,0.0,100.0,40.0,17.0,4.4,44.0,1.0,0.0,2.0,0.0
EWR,2019-06-11 00:00:00,3.0,0.0,0.0,10.0,1.0,30.0,30.0,100.0,21.0,14.5,2.22,22.6,0.0,6.5,9.0,2.0
EWR,2019-06-11 00:00:00,4.0,0.0,1.0,6.0,5.0,50.0,66.67,80.0,14.0,14.5,3.87,16.0,1.2,3.04,2.2,5.2
EWR,2019-06-11 00:00:00,5.0,7.0,18.0,7.0,24.0,85.71,100.0,87.5,2.14,19.0,6.63,7.29,9.33,2.2,1.5,6.21
EWR,2019-06-11 00:00:00,6.0,44.0,8.0,43.0,12.0,93.02,72.09,83.33,3.0,24.12,11.38,11.47,0.42,6.6,1.25,8.92
EWR,2019-06-11 00:00:00,7.0,39.0,38.0,42.0,36.0,83.33,80.95,80.56,14.98,21.62,8.88,20.71,3.58,3.9,2.72,19.69
EWR,2019-06-11 00:00:00,8.0,46.0,30.0,55.0,32.0,87.27,60.0,87.5,5.18,27.73,15.09,17.27,3.13,4.0,2.06,11.69
EWR,2019-06-11 00:00:00,9.0,27.0,27.0,33.0,29.0,69.7,27.27,82.76,18.03,32.45,19.51,33.76,1.93,3.24,1.76,12.55
EWR,2019-06-11 00:00:00,10.0,37.0,28.0,39.0,27.0,79.49,66.67,92.59,11.21,23.08,10.6,18.44,3.0,3.39,1.63,7.26
EWR,2019-06-11 00:00:00,11.0,36.0,30.0,36.0,31.0,83.33,69.44,93.55,9.56,21.47,8.87,15.5,2.32,3.3,1.71,6.84
EWR,2019-06-11 00:00:00,12.0,24.0,29.0,26.0,34.0,84.62,76.92,73.53,11.77,17.88,5.25,15.58,1.85,2.52,1.59,9.85
EWR,2019-06-11 00:00:00,13.0,18.0,36.0,19.0,38.0,68.42,68.42,73.68,12.53,15.32,2.97,14.53,4.0,2.77,1.26,24.39
EWR,2019-06-11 00:00:00,14.0,36.0,46.0,39.0,45.0,61.54,53.85,66.67,17.85,20.23,7.87,24.28,6.38,3.51,7.36,21.22
EWR,2019-06-11 00:00:00,15.0,41.0,35.0,43.0,36.0,58.14,51.16,52.78,33.35,22.16,9.54,41.86,3.94,3.83,6.83,32.69
EWR,2019-06-11 00:00:00,16.0,34.0,46.0,37.0,47.0,51.35,27.03,42.55,27.78,26.22,13.65,40.84,2.15,4.4,5.45,34.66
EWR,2019-06-11 00:00:00,17.0,42.0,31.0,42.0,36.0,52.38,14.29,44.44,34.1,33.98,21.04,54.02,2.47,5.54,2.72,36.08
EWR,2019-06-11 00:00:00,18.0,41.0,29.0,41.0,34.0,58.54,9.76,44.12,28.22,32.46,19.9,47.39,2.74,4.71,4.44,36.03
EWR,2019-06-11 00:00:00,19.0,39.0,42.0,40.0,44.0,50.0,12.5,36.36,30.02,31.6,18.96,47.28,3.91,7.12,1.86,39.93
EWR,2019-06-11 00:00:00,20.0,36.0,43.0,37.0,41.0,48.65,18.92,43.9,44.38,32.51,19.92,62.84,3.37,5.31,1.66,41.85
EWR,2019-06-11 00:00:00,21.0,42.0,28.0,45.0,26.0,60.0,17.78,53.85,22.69,32.31,19.76,40.91,2.04,4.27,1.46,27.81
EWR,2019-06-11 00:00:00,22.0,11.0,22.0,18.0,23.0,66.67,33.33,52.17,35.89,28.67,16.02,48.83,2.04,4.96,0.17,30.91
EWR,2019-06-11 00:00:00,23.0,7.0,23.0,8.0,28.0,62.5,62.5,78.57,24.25,18.75,6.21,29.13,1.54,2.67,1.29,12.61
EWR,2019-06-12 00:00:00,0.0,1.0,12.0,2.0,18.0,100.0,100.0,94.44,0.0,13.5,1.2,0.0,1.06,2.69,0.0,3.39
EWR,2019-06-12 00:00:00,1.0,1.0,5.0,2.0,6.0,50.0,50.0,100.0,39.5,13.5,2.7,42.0,0.67,1.28,0.0,0.17
EWR,2019-06-12 00:00:00,2.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0
EWR,2019-06-12 00:00:00,3.0,0.0,0.0,10.0,1.0,70.0,70.0,100.0,12.2,13.7,2.24,13.5,33.0,1.5,13.0,0.0
EWR,2019-06-12 00:00:00,4.0,0.0,1.0,6.0,3.0,100.0,100.0,100.0,0.0,11.17,0.0,0.0,0.0,1.4,0.33,0.0
EWR,2019-06-12 00:00:00,5.0,7.0,18.0,7.0,26.0,100.0,100.0,88.46,0.0,17.29,4.67,2.0,9.73,1.23,3.27,4.08
EWR,2019-06-12 00:00:00,6.0,44.0,9.0,44.0,13.0,93.18,84.09,92.31,7.23,23.43,10.7,13.68,0.0,1.72,0.69,5.08
EWR,2019-06-12 00:00:00,7.0,38.0,38.0,41.0,37.0,92.68,82.93,86.49,3.95,20.44,7.87,9.27,5.7,3.4,3.92,5.51
EWR,2019-06-12 00:00:00,8.0,46.0,30.0,54.0,33.0,98.15,46.3,87.88,1.35,29.91,17.35,14.56,3.3,4.48,2.76,3.85
EWR,2019-06-12 00:00:00,9.0,28.0,27.0,31.0,28.0,83.87,29.03,92.86,13.1,35.55,22.7,31.42,1.96,3.96,0.68,11.46
EWR,2019-06-12 00:00:00,10.0,38.0,29.0,41.0,28.0,90.24,82.93,92.86,6.8,20.02,7.56,11.37,2.11,3.32,1.5,6.04
EWR,2019-06-12 00:00:00,11.0,37.0,30.0,37.0,31.0,94.59,94.59,80.65,2.7,19.46,6.88,5.97,2.23,2.76,2.74,24.55
EWR,2019-06-12 00:00:00,12.0,24.0,30.0,24.0,32.0,70.83,66.67,90.63,22.46,17.38,5.12,25.42,4.75,3.0,1.25,8.47
EWR,2019-06-12 00:00:00,13.0,18.0,38.0,20.0,39.0,85.0,85.0,84.62,4.9,14.9,3.08,7.3,4.13,1.52,4.49,7.95
EWR,2019-06-12 00:00:00,14.0,36.0,45.0,38.0,47.0,84.21,65.79,78.72,9.97,20.87,8.39,16.53,7.11,3.16,4.49,12.51
EWR,2019-06-12 00:00:00,15.0,41.0,36.0,43.0,36.0,67.44,60.47,83.33,16.93,21.26,8.72,23.84,6.39,3.13,4.11,7.75
EWR,2019-06-12 00:00:00,16.0,35.0,46.0,34.0,46.0,64.71,50.0,78.26,24.97,25.44,12.85,36.06,3.67,4.66,2.54,18.72
EWR,2019-06-12 00:00:00,17.0,43.0,32.0,43.0,35.0,76.74,44.19,68.57,12.93,28.12,15.19,25.58,2.6,7.25,5.0,12.11
EWR,2019-06-12 00:00:00,18.0,41.0,29.0,41.0,30.0,73.17,41.46,86.67,17.0,24.32,11.75,27.46,4.0,5.52,2.43,6.73
EWR,2019-06-12 00:00:00,19.0,39.0,41.0,38.0,44.0,68.42,52.63,79.55,16.45,19.29,6.71,21.03,4.18,4.83,6.57,11.36
EWR,2019-06-12 00:00:00,20.0,36.0,42.0,35.0,42.0,60.0,57.14,73.81,25.86,19.14,6.75,31.2,3.55,3.73,2.69,17.5
EWR,2019-06-12 00:00:00,21.0,42.0,30.0,45.0,28.0,68.89,55.56,82.14,12.84,23.44,10.9,21.36,4.29,5.21,2.36,12.5
EWR,2019-06-12 00:00:00,22.0,10.0,22.0,17.0,23.0,58.82,52.94,82.61,14.41,19.53,6.84,18.41,3.39,3.54,0.48,7.74
EWR,2019-06-12 00:00:00,23.0,8.0,24.0,9.0,30.0,66.67,66.67,90.0,10.44,14.67,2.76,12.56,1.47,2.26,0.97,2.8
EWR,2019-06-13 00:00:00,0.0,1.0,11.0,2.0,18.0,100.0,100.0,88.89,0.0,14.5,2.2,0.0,1.33,1.16,1.5,3.17
EWR,2019-06-13 00:00:00,1.0,3.0,6.0,4.0,6.0,75.0,75.0,50.0,7.25,13.75,1.15,7.5,1.0,0.42,7.5,14.17
EWR,2019-06-13 00:00:00,2.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-06-13 00:00:00,3.0,0.0,0.0,10.0,0.0,80.0,80.0,0.0,6.9,10.3,0.58,6.2,0.0,0.0,0.0,0.0
EWR,2019-06-13 00:00:00,4.0,0.0,2.0,6.0,5.0,100.0,100.0,80.0,0.0,9.17,0.0,0.0,3.6,0.74,2.2,11.4
EWR,2019-06-13 00:00:00,5.0,9.0,18.0,9.0,24.0,100.0,100.0,87.5,0.0,13.44,1.34,0.11,10.29,1.25,0.71,9.29
EWR,2019-06-13 00:00:00,6.0,45.0,9.0,44.0,14.0,95.45,90.91,57.14,15.43,19.95,7.34,19.23,1.64,2.23,4.57,12.14
EWR,2019-06-13 00:00:00,7.0,38.0,37.0,44.0,37.0,95.45,68.18,91.89,2.27,26.82,14.25,13.07,4.3,3.71,3.86,4.14
EWR,2019-06-13 00:00:00,8.0,45.0,32.0,51.0,33.0,86.27,13.73,87.88,7.65,41.63,29.09,33.04,4.21,4.45,3.76,8.97
EWR,2019-06-13 00:00:00,9.0,29.0,29.0,33.0,30.0,84.85,0.0,96.67,12.42,53.55,40.54,50.42,4.9,3.84,3.37,2.57
EWR,2019-06-13 00:00:00,10.0,38.0,29.0,39.0,29.0,89.74,5.13,86.21,4.08,44.69,32.13,32.21,4.03,4.97,3.66,8.03
EWR,2019-06-13 00:00:00,11.0,37.0,30.0,37.0,30.0,81.08,40.54,80.0,18.46,29.46,17.21,32.24,3.47,5.56,4.63,6.53
EWR,2019-06-13 00:00:00,12.0,23.0,29.0,26.0,30.0,65.38,57.69,90.0,28.96,20.27,7.75,35.69,2.03,2.82,1.23,7.67
EWR,2019-06-13 00:00:00,13.0,19.0,40.0,19.0,43.0,84.21,63.16,60.47,10.58,18.58,5.86,15.0,2.63,1.89,4.19,24.12
EWR,2019-06-13 00:00:00,14.0,37.0,45.0,38.0,45.0,42.11,39.47,53.33,37.03,22.24,9.6,45.18,3.0,2.8,1.91,43.64
EWR,2019-06-13 00:00:00,15.0,42.0,36.0,41.0,37.0,53.66,41.46,43.24,38.8,24.24,11.58,48.78,15.43,2.37,16.59,70.95
EWR,2019-06-13 00:00:00,16.0,35.0,44.0,35.0,44.0,37.14,34.29,34.09,66.57,24.51,11.89,77.11,4.57,3.3,2.41,72.8
EWR,2019-06-13 00:00:00,17.0,41.0,34.0,40.0,40.0,37.5,27.5,27.5,66.05,24.6,11.78,77.33,5.28,3.08,6.53,64.63
EWR,2019-06-13 00:00:00,18.0,43.0,29.0,40.0,30.0,45.0,22.5,30.0,58.9,25.43,12.8,70.58,5.7,5.79,10.37,71.07
EWR,2019-06-13 00:00:00,19.0,40.0,41.0,40.0,40.0,22.5,20.0,27.5,71.3,22.23,9.55,80.33,6.13,5.06,4.6,83.03
EWR,2019-06-13 00:00:00,20.0,37.0,42.0,36.0,39.0,36.11,30.56,15.38,62.97,29.28,16.73,78.89,5.72,6.51,7.56,86.21
EWR,2019-06-13 00:00:00,21.0,42.0,30.0,44.0,28.0,29.55,18.18,35.71,78.16,31.02,18.48,95.77,4.79,5.71,4.89,66.21
EWR,2019-06-13 00:00:00,22.0,10.0,23.0,17.0,22.0,58.82,29.41,22.73,27.82,29.76,17.2,43.24,6.27,4.35,2.5,63.36
EWR,2019-06-13 00:00:00,23.0,10.0,25.0,10.0,30.0,70.0,10.0,46.67,34.5,28.6,15.84,49.8,4.3,4.41,5.97,26.37
EWR,2019-06-14 00:00:00,0.0,1.0,11.0,2.0,19.0,100.0,100.0,68.42,0.0,15.0,2.7,2.5,2.53,4.02,3.68,10.21
EWR,2019-06-14 00:00:00,1.0,1.0,6.0,2.0,8.0,100.0,100.0,62.5,1.0,14.0,1.4,2.0,0.0,3.45,3.13,28.5
EWR,2019-06-14 00:00:00,2.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,4.0
EWR,2019-06-14 00:00:00,3.0,0.0,0.0,10.0,1.0,80.0,80.0,100.0,6.5,12.1,0.92,6.8,4.0,1.5,9.0,0.0
EWR,2019-06-14 00:00:00,4.0,0.0,2.0,6.0,3.0,100.0,100.0,66.67,0.83,13.0,1.3,0.17,0.0,6.73,1.0,9.33
EWR,2019-06-14 00:00:00,5.0,9.0,18.0,10.0,24.0,90.0,90.0,87.5,4.8,16.2,3.02,6.1,11.17,1.21,0.79,7.42
EWR,2019-06-14 00:00:00,6.0,45.0,9.0,45.0,13.0,95.56,88.89,92.31,2.69,20.02,7.34,7.09,2.15,2.19,2.23,3.15
EWR,2019-06-14 00:00:00,7.0,38.0,37.0,40.0,37.0,85.0,80.0,91.89,14.2,19.33,6.7,17.98,2.59,2.55,1.24,10.46
EWR,2019-06-14 00:00:00,8.0,45.0,32.0,50.0,32.0,82.0,62.0,78.13,6.74,25.38,12.85,16.32,2.28,2.93,1.94,17.0
EWR,2019-06-14 00:00:00,9.0,29.0,29.0,31.0,31.0,74.19,61.29,93.55,14.35,25.58,12.56,22.81,3.03,2.0,1.03,4.68
EWR,2019-06-14 00:00:00,10.0,38.0,28.0,40.0,28.0,95.0,77.5,92.86,5.78,23.08,10.54,12.58,2.61,3.1,1.0,6.54
EWR,2019-06-14 00:00:00,11.0,36.0,29.0,37.0,31.0,89.19,89.19,87.1,8.7,17.89,5.43,11.08,1.71,3.01,2.55,14.94
EWR,2019-06-14 00:00:00,12.0,22.0,29.0,22.0,32.0,81.82,81.82,81.25,23.45,16.18,4.09,26.73,4.69,1.44,4.22,17.31
EWR,2019-06-14 00:00:00,13.0,19.0,40.0,19.0,42.0,84.21,84.21,64.29,10.74,15.84,3.63,11.84,3.24,2.95,7.0,18.02
EWR,2019-06-14 00:00:00,14.0,37.0,45.0,38.0,45.0,63.16,52.63,51.11,23.79,21.42,8.73,30.71,1.84,4.08,2.0,31.16
EWR,2019-06-14 00:00:00,15.0,42.0,36.0,44.0,36.0,54.55,45.45,44.44,28.32,17.66,5.1,31.77,4.19,3.44,5.19,28.33
EWR,2019-06-14 00:00:00,16.0,35.0,44.0,34.0,43.0,50.0,44.12,44.19,23.15,20.35,7.57,29.38,3.72,3.69,5.19,28.58
EWR,2019-06-14 00:00:00,17.0,41.0,35.0,41.0,37.0,43.9,29.27,51.35,33.27,26.83,13.94,46.49,3.22,5.66,5.81,30.62
EWR,2019-06-14 00:00:00,18.0,43.0,29.0,43.0,32.0,55.81,39.53,34.38,30.49,21.77,9.17,38.93,4.88,11.57,10.28,43.28
EWR,2019-06-14 00:00:00,19.0,41.0,42.0,41.0,44.0,39.02,24.39,56.82,37.39,21.85,9.27,46.05,3.45,7.57,2.41,23.89
EWR,2019-06-14 00:00:00,20.0,37.0,41.0,37.0,41.0,43.24,21.62,29.27,32.16,27.08,14.58,46.41,4.34,6.05,3.07,43.56
EWR,2019-06-14 00:00:00,21.0,42.0,29.0,44.0,28.0,50.0,22.73,42.86,33.91,28.61,16.06,48.89,5.61,6.4,6.36,31.75
EWR,2019-06-14 00:00:00,22.0,9.0,23.0,11.0,24.0,54.55,27.27,58.33,27.73,26.27,13.73,40.0,5.96,5.49,5.5,24.46
EWR,2019-06-14 00:00:00,23.0,10.0,25.0,11.0,27.0,81.82,81.82,70.37,9.18,17.91,5.31,14.0,4.59,3.5,2.52,13.37
EWR,2019-06-15 00:00:00,0.0,1.0,9.0,1.0,11.0,100.0,100.0,81.82,2.0,11.0,0.0,0.0,1.36,6.14,1.64,5.45
EWR,2019-06-15 00:00:00,1.0,1.0,3.0,2.0,6.0,100.0,100.0,50.0,0.5,18.0,5.7,6.0,0.17,4.95,0.17,49.5
EWR,2019-06-15 00:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,5.85,13.5,62.5
EWR,2019-06-15 00:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
